Date,Home,Team,Opp,Win,Win Percentage,Rolling Points Scored Average,Rolling FG Average,Rolling FGA Average,Rolling FG% Average,Rolling 3P Average,Rolling 3PA Average,Rolling 3P% Average,Rolling FT Average,Rolling FTA Average,Rolling FT% Average,Rolling ORB Average,Rolling TRB Average,Rolling AST Average,Rolling STL Average,Rolling BLK Average,Rolling TOV Average,Rolling PF Average,Rolling Opp Points Scored Average,Rolling Opp FG Average,Rolling Opp FGA Average,Rolling Opp FG% Average,Rolling Opp 3P Average,Rolling Opp 3PA Average,Rolling Opp 3P% Average,Rolling Opp FT Average,Rolling Opp FTA Average,Rolling Opp FT% Average,Rolling Opp ORB Average,Rolling Opp TRB Average,Rolling Opp AST Average,Rolling Opp STL Average,Rolling Opp BLK Average,Rolling Opp TOV Average,Rolling Opp PF Average,Opp Win Percentage
2024-03-16,0,CLE,HOU,0,0.6363636363636364,113.75757575757575,42.166666666666664,87.98484848484848,0.4800151515151515,13.696969696969697,37.378787878787875,0.3665,15.727272727272727,20.62121212121212,0.762469696969697,10.196969696969697,44.36363636363637,27.848484848484848,7.424242424242424,4.848484848484849,13.363636363636363,18.181818181818183,113.18181818181819,41.40909090909091,90.34848484848484,0.4588787878787879,12.166666666666666,34.77272727272727,0.35104545454545455,18.196969696969695,23.651515151515152,0.7677878787878788,11.318181818181818,45.90909090909091,24.696969696969695,7.712121212121212,4.454545454545454,13.030303030303031,21.03030303030303,0.4696969696969697
2024-03-16,1,CHI,WAS,1,0.4776119402985074,111.83582089552239,41.64179104477612,89.56716417910448,0.46640298507462685,11.746268656716419,32.776119402985074,0.35767164179104477,16.80597014925373,21.16417910447761,0.795910447761194,11.08955223880597,43.53731343283582,24.71641791044776,7.567164179104478,4.865671641791045,12.298507462686567,18.925373134328357,114.22727272727273,43.15151515151515,91.60606060606061,0.4717878787878788,12.242424242424242,35.13636363636363,0.34795454545454546,15.681818181818182,20.439393939393938,0.7637878787878787,9.212121212121213,40.60606060606061,28.21212121212121,7.696969696969697,5.166666666666667,13.818181818181818,19.727272727272727,0.16666666666666666
2024-03-16,0,CHO,PHI,0,0.2537313432835821,106.94029850746269,40.25373134328358,88.07462686567165,0.45805970149253733,11.850746268656716,33.56716417910448,0.3522388059701493,14.582089552238806,18.65671641791045,0.7863283582089552,9.835820895522389,41.059701492537314,24.597014925373134,6.82089552238806,4.597014925373134,13.746268656716419,18.52238805970149,115.18181818181819,41.60606060606061,89.36363636363636,0.4665757575757576,11.545454545454545,32.25757575757576,0.3549393939393939,20.424242424242426,24.696969696969695,0.8257575757575758,11.06060606060606,42.65151515151515,24.59090909090909,8.454545454545455,5.712121212121212,11.818181818181818,20.681818181818183,0.5454545454545454
2024-03-16,0,BRK,IND,0,0.3939393939393939,111.83333333333333,41.21212121212121,89.84848484848484,0.4597727272727273,13.742424242424242,37.378787878787875,0.36837878787878786,15.666666666666666,20.681818181818183,0.7644848484848485,11.393939393939394,43.666666666666664,26.46969696969697,6.893939393939394,5.106060606060606,12.833333333333334,19.060606060606062,123.14925373134328,46.64179104477612,92.25373134328358,0.5071940298507462,13.313432835820896,35.40298507462686,0.3737910447761194,16.55223880597015,21.17910447761194,0.7806865671641791,9.925373134328359,41.208955223880594,30.65671641791045,7.656716417910448,5.91044776119403,13.208955223880597,21.44776119402985,0.5522388059701493
2024-03-17,0,BRK,SAS,0,0.3880597014925373,111.65671641791045,41.08955223880597,89.65671641791045,0.45931343283582093,13.686567164179104,37.19402985074627,0.3688507462686567,15.791044776119403,20.83582089552239,0.7646268656716417,11.402985074626866,43.6865671641791,26.34328358208955,6.91044776119403,5.074626865671642,12.955223880597014,19.044776119402986,112.2089552238806,41.97014925373134,90.67164179104478,0.46352238805970153,12.611940298507463,35.940298507462686,0.3523134328358209,15.656716417910447,19.98507462686567,0.7777014925373135,10.35820895522388,43.492537313432834,29.746268656716417,7.208955223880597,6.253731343283582,14.940298507462687,17.64179104477612,0.208955223880597
2024-03-17,1,DET,MIA,0,0.1818181818181818,112.12121212121212,41.74242424242424,88.89393939393939,0.47050000000000003,11.257575757575758,31.757575757575758,0.35613636363636364,17.37878787878788,22.151515151515152,0.7880454545454546,11.0,43.95454545454545,26.348484848484848,6.2272727272727275,4.863636363636363,15.545454545454545,21.560606060606062,110.12121212121212,39.75757575757576,85.51515151515152,0.4653333333333333,12.212121212121213,32.90909090909091,0.37162121212121213,18.393939393939394,22.62121212121212,0.8116060606060607,9.43939393939394,42.121212121212125,25.742424242424242,7.46969696969697,3.4545454545454546,12.757575757575758,17.772727272727273,0.5454545454545454
2024-03-17,1,ORL,TOR,1,0.582089552238806,110.73134328358209,40.43283582089552,84.94029850746269,0.4774328358208955,10.940298507462687,30.895522388059703,0.3553880597014925,18.925373134328357,25.08955223880597,0.7527910447761194,10.716417910447761,42.64179104477612,24.492537313432837,8.059701492537313,5.2388059701492535,14.835820895522389,20.507462686567163,113.92537313432835,42.91044776119403,90.35820895522389,0.4755074626865672,11.880597014925373,33.492537313432834,0.35440298507462686,16.223880597014926,21.761194029850746,0.7463432835820896,11.074626865671641,43.47761194029851,29.223880597014926,7.641791044776119,4.925373134328358,13.402985074626866,18.35820895522388,0.34328358208955223
2024-03-17,1,MIL,PHO,1,0.6417910447761194,120.41791044776119,43.32835820895522,88.44776119402985,0.4899850746268657,14.253731343283581,38.08955223880597,0.3744179104477612,19.507462686567163,25.238805970149254,0.7737313432835821,9.164179104477611,44.02985074626866,26.44776119402985,6.850746268656716,5.029850746268656,12.64179104477612,19.432835820895523,116.76119402985074,42.492537313432834,86.29850746268657,0.4942835820895522,11.970149253731343,31.955223880597014,0.3721641791044776,19.80597014925373,24.65671641791045,0.8014925373134328,10.298507462686567,44.298507462686565,26.567164179104477,7.298507462686567,5.970149253731344,14.835820895522389,18.238805970149254,0.582089552238806
2024-03-17,1,DAL,DEN,1,0.5671641791044776,118.98507462686567,43.343283582089555,89.73134328358209,0.48361194029850746,14.73134328358209,39.67164179104478,0.36955223880597016,17.567164179104477,23.08955223880597,0.7577910447761194,9.73134328358209,42.17910447761194,25.492537313432837,6.791044776119403,4.7611940298507465,12.432835820895523,18.611940298507463,114.82089552238806,44.1044776119403,88.86567164179104,0.49749253731343285,11.477611940298507,31.104477611940297,0.36828358208955225,15.134328358208956,19.91044776119403,0.7568507462686568,10.73134328358209,44.149253731343286,29.29850746268657,7.074626865671642,5.537313432835821,12.582089552238806,18.238805970149254,0.7014925373134329
2024-03-17,0,BOS,WAS,1,0.7878787878787878,120.87878787878788,43.803030303030305,90.21212121212122,0.48650000000000004,16.40909090909091,42.378787878787875,0.3863787878787879,16.863636363636363,20.848484848484848,0.807409090909091,10.636363636363637,46.89393939393939,26.545454545454547,6.545454545454546,6.5606060606060606,12.136363636363637,16.681818181818183,113.98507462686567,43.04477611940298,91.49253731343283,0.4711492537313433,12.253731343283581,35.08955223880597,0.34882089552238804,15.64179104477612,20.46268656716418,0.7612089552238805,9.208955223880597,40.47761194029851,28.19402985074627,7.7611940298507465,5.1940298507462686,13.850746268656716,19.746268656716417,0.16417910447761194
2024-03-17,0,ATL,LAC,1,0.4393939393939394,119.39393939393939,43.10606060606061,92.95454545454545,0.4646363636363636,13.606060606060606,37.56060606060606,0.36224242424242425,19.575757575757574,24.333333333333332,0.8045151515151515,12.909090909090908,44.90909090909091,26.075757575757574,7.454545454545454,4.575757575757576,13.318181818181818,18.439393939393938,116.83333333333333,42.72727272727273,86.81818181818181,0.49250000000000005,13.015151515151516,33.54545454545455,0.38925757575757575,18.363636363636363,22.454545454545453,0.8235151515151514,9.93939393939394,42.666666666666664,25.78787878787879,7.757575757575758,5.090909090909091,13.045454545454545,18.818181818181817,0.6363636363636364
2024-03-18,0,MIA,PHI,0,0.5522388059701493,110.02985074626865,39.76119402985075,85.56716417910448,0.465089552238806,12.208955223880597,32.940298507462686,0.3711940298507463,18.29850746268657,22.52238805970149,0.8106865671641792,9.462686567164178,42.19402985074627,25.71641791044776,7.462686567164179,3.4328358208955225,12.716417910447761,17.671641791044777,115.08955223880596,41.52238805970149,89.23880597014926,0.4662388059701493,11.567164179104477,32.38805970149254,0.3543731343283582,20.47761194029851,24.70149253731343,0.8277611940298507,11.044776119402986,42.62686567164179,24.597014925373134,8.462686567164178,5.686567164179104,11.880597014925373,20.71641791044776,0.5522388059701493
2024-03-18,0,ATL,LAL,0,0.4477611940298507,119.25373134328358,43.07462686567164,92.82089552238806,0.46498507462686567,13.656716417910447,37.507462686567166,0.3642985074626866,19.44776119402985,24.149253731343283,0.8061940298507463,12.865671641791044,44.91044776119403,26.16417910447761,7.492537313432836,4.611940298507463,13.35820895522388,18.492537313432837,117.19117647058823,43.61764705882353,87.54411764705883,0.4987794117647059,11.602941176470589,30.808823529411764,0.37376470588235294,18.352941176470587,23.75,0.7682647058823528,8.102941176470589,42.455882352941174,28.5,7.5,5.544117647058823,13.647058823529411,15.882352941176471,0.5294117647058824
2024-03-18,1,CHI,POR,1,0.4852941176470588,112.05882352941177,41.75,89.5,0.46801470588235294,11.691176470588236,32.64705882352941,0.3573088235294118,16.86764705882353,21.279411764705884,0.7948529411764705,11.102941176470589,43.64705882352941,24.83823529411765,7.588235294117647,4.852941176470588,12.338235294117647,18.88235294117647,107.70149253731343,39.47761194029851,89.3731343283582,0.4424179104477612,11.746268656716419,33.28358208955224,0.35353731343283584,17.0,21.29850746268657,0.8010746268656715,12.313432835820896,41.985074626865675,22.940298507462686,7.8059701492537314,4.492537313432836,15.194029850746269,20.35820895522388,0.2835820895522388
2024-03-18,0,MIN,UTA,1,0.6865671641791045,113.28358208955224,41.298507462686565,85.26865671641791,0.4859850746268657,12.492537313432836,32.32835820895522,0.3869850746268657,18.19402985074627,23.17910447761194,0.7836716417910448,9.447761194029852,44.19402985074627,26.402985074626866,7.537313432835821,6.029850746268656,14.402985074626866,19.26865671641791,117.38805970149254,42.64179104477612,90.71641791044776,0.4707611940298507,13.238805970149254,36.88059701492537,0.3587014925373134,18.865671641791046,22.82089552238806,0.8269850746268657,12.537313432835822,46.223880597014926,27.98507462686567,6.641791044776119,5.850746268656716,15.537313432835822,18.98507462686567,0.43283582089552236
2024-03-18,0,MEM,SAC,0,0.3382352941176471,105.80882352941177,38.205882352941174,87.27941176470588,0.43786764705882353,13.323529411764707,38.3235294117647,0.34775,16.073529411764707,21.08823529411765,0.7606470588235293,10.235294117647058,42.0,24.926470588235293,7.867647058823529,6.220588235294118,15.117647058823529,19.264705882352942,118.0,44.07575757575758,91.12121212121212,0.48350000000000004,14.363636363636363,39.0,0.3671515151515151,15.484848484848484,20.984848484848484,0.7343939393939394,10.469696969696969,43.515151515151516,28.696969696969695,7.4393939393939394,3.9545454545454546,13.318181818181818,20.060606060606062,0.5757575757575758
2024-03-18,0,CLE,IND,1,0.6268656716417911,113.59701492537313,42.08955223880597,87.8955223880597,0.4795820895522388,13.671641791044776,37.38805970149254,0.3657462686567164,15.746268656716419,20.611940298507463,0.7637761194029851,10.149253731343284,44.37313432835821,27.761194029850746,7.402985074626866,4.880597014925373,13.402985074626866,18.08955223880597,123.11764705882354,46.69117647058823,92.44117647058823,0.5067352941176471,13.205882352941176,35.3235294117647,0.37123529411764705,16.529411764705884,21.102941176470587,0.783,10.029411764705882,41.338235294117645,30.514705882352942,7.735294117647059,5.882352941176471,13.205882352941176,21.470588235294116,0.5588235294117647
2024-03-18,1,GSW,NYK,0,0.5303030303030303,118.39393939393939,43.56060606060606,92.24242424242425,0.4733030303030303,14.803030303030303,39.378787878787875,0.37504545454545457,16.46969696969697,21.09090909090909,0.7785,12.363636363636363,46.71212121212121,29.045454545454547,6.803030303030303,4.318181818181818,14.363636363636363,19.954545454545453,111.94029850746269,40.791044776119406,88.55223880597015,0.4615522388059701,12.985074626865671,35.88059701492537,0.36241791044776117,17.37313432835821,22.149253731343283,0.787641791044776,12.835820895522389,45.92537313432836,23.761194029850746,7.3283582089552235,4.149253731343284,13.432835820895523,17.70149253731343,0.5970149253731343
2024-03-18,1,BOS,DET,1,0.7910447761194029,121.01492537313433,43.791044776119406,90.16417910447761,0.48661194029850746,16.52238805970149,42.492537313432834,0.38777611940298506,16.91044776119403,20.895522388059703,0.8077910447761194,10.656716417910447,46.83582089552239,26.597014925373134,6.582089552238806,6.552238805970149,12.17910447761194,16.686567164179106,111.95522388059702,41.6865671641791,88.80597014925372,0.4703134328358209,11.298507462686567,31.82089552238806,0.35662686567164176,17.28358208955224,22.029850746268657,0.7880149253731343,10.940298507462687,43.95522388059702,26.313432835820894,6.1940298507462686,4.895522388059701,15.492537313432836,21.52238805970149,0.1791044776119403
2024-03-19,0,HOU,WAS,1,0.4776119402985074,113.23880597014926,41.492537313432834,90.46268656716418,0.4591940298507463,12.208955223880597,34.88059701492537,0.35113432835820896,18.044776119402986,23.47761194029851,0.7662835820895523,11.313432835820896,45.940298507462686,24.746268656716417,7.731343283582089,4.492537313432836,12.985074626865671,21.0,113.83823529411765,43.01470588235294,91.45588235294117,0.471,12.220588235294118,35.0735294117647,0.34801470588235295,15.588235294117647,20.36764705882353,0.7626176470588235,9.220588235294118,40.470588235294116,28.13235294117647,7.6911764705882355,5.1911764705882355,13.882352941176471,19.75,0.16176470588235295
2024-03-19,0,DAL,SAS,1,0.5735294117647058,118.80882352941177,43.3235294117647,89.88235294117646,0.4826764705882353,14.647058823529411,39.60294117647059,0.3678970588235294,17.514705882352942,23.058823529411764,0.7564558823529411,9.911764705882353,42.44117647058823,25.441176470588236,6.764705882352941,4.764705882352941,12.426470588235293,18.647058823529413,112.3529411764706,42.029411764705884,90.79411764705883,0.46354411764705883,12.558823529411764,35.955882352941174,0.35070588235294115,15.735294117647058,20.029411764705884,0.7796911764705882,10.397058823529411,43.588235294117645,29.75,7.1911764705882355,6.3088235294117645,14.985294117647058,17.63235294117647,0.22058823529411764
2024-03-19,1,BRK,NOP,0,0.3823529411764705,111.70588235294117,41.1764705882353,89.83823529411765,0.45933823529411766,13.602941176470589,37.10294117647059,0.36722058823529413,15.75,20.808823529411764,0.7634411764705883,11.397058823529411,43.75,26.38235294117647,7.0,5.073529411764706,12.941176470588236,19.058823529411764,116.14925373134328,42.95522388059702,87.95522388059702,0.4888358208955224,12.343283582089553,32.37313432835821,0.37719402985074624,17.895522388059703,23.29850746268657,0.7668955223880597,10.791044776119403,44.53731343283582,27.17910447761194,8.223880597014926,4.955223880597015,13.149253731343284,18.73134328358209,0.6119402985074627
2024-03-19,0,CHO,ORL,0,0.25,106.80882352941177,40.205882352941174,87.98529411764706,0.4579558823529412,11.823529411764707,33.529411764705884,0.35180882352941173,14.573529411764707,18.647058823529413,0.7862058823529411,9.867647058823529,41.044117647058826,24.544117647058822,6.882352941176471,4.588235294117647,13.779411764705882,18.558823529411764,110.73529411764706,40.470588235294116,84.94117647058823,0.4778529411764706,10.941176470588236,30.970588235294116,0.35466176470588234,18.852941176470587,25.014705882352942,0.752014705882353,10.705882352941176,42.588235294117645,24.455882352941178,8.044117647058824,5.220588235294118,14.838235294117647,20.441176470588236,0.5882352941176471
2024-03-19,0,DEN,MIN,1,0.6911764705882353,114.67647058823529,44.0,88.79411764705883,0.4966470588235294,11.485294117647058,31.058823529411764,0.3691764705882353,15.191176470588236,19.941176470588236,0.7584264705882353,10.661764705882353,44.044117647058826,29.25,7.073529411764706,5.544117647058823,12.514705882352942,18.205882352941178,113.29411764705883,41.338235294117645,85.3529411764706,0.4859558823529412,12.544117647058824,32.455882352941174,0.3870294117647059,18.073529411764707,23.014705882352942,0.7843970588235294,9.485294117647058,44.05882352941177,26.41176470588235,7.5588235294117645,6.073529411764706,14.323529411764707,19.205882352941178,0.6911764705882353
2024-03-20,0,PHI,PHO,0,0.5588235294117647,114.83823529411765,41.455882352941174,89.17647058823529,0.46577941176470583,11.588235294117647,32.44117647058823,0.3544705882352941,20.33823529411765,24.514705882352942,0.8290735294117647,10.985294117647058,42.6764705882353,24.573529411764707,8.441176470588236,5.779411764705882,11.882352941176471,20.647058823529413,116.94117647058823,42.61764705882353,86.30882352941177,0.4956323529411765,12.0,31.970588235294116,0.37292647058823525,19.705882352941178,24.514705882352942,0.8024558823529412,10.25,44.220588235294116,26.705882352941178,7.294117647058823,5.955882352941177,14.823529411764707,18.205882352941178,0.5735294117647058
2024-03-20,1,DET,IND,0,0.1764705882352941,111.69117647058823,41.60294117647059,88.73529411764706,0.4697058823529412,11.264705882352942,31.779411764705884,0.35594117647058826,17.220588235294116,21.926470588235293,0.7891764705882354,10.897058823529411,43.94117647058823,26.235294117647058,6.1911764705882355,4.867647058823529,15.455882352941176,21.426470588235293,122.82608695652173,46.6231884057971,92.42028985507247,0.5060869565217392,13.144927536231885,35.36231884057971,0.3692898550724638,16.434782608695652,21.028985507246375,0.7807101449275362,10.08695652173913,41.391304347826086,30.47826086956522,7.739130434782608,5.840579710144928,13.173913043478262,21.507246376811594,0.5507246376811594
2024-03-20,1,GSW,MEM,1,0.5223880597014925,118.29850746268657,43.53731343283582,92.17910447761194,0.4733582089552239,14.791044776119403,39.32835820895522,0.37525373134328355,16.432835820895523,21.044776119402986,0.7784925373134328,12.35820895522388,46.59701492537314,29.044776119402986,6.8059701492537314,4.3283582089552235,14.343283582089553,19.895522388059703,105.8840579710145,38.18840579710145,87.43478260869566,0.437,13.318840579710145,38.31884057971015,0.3476666666666667,16.18840579710145,21.217391304347824,0.7612173913043478,10.304347826086957,42.10144927536232,24.884057971014492,7.942028985507246,6.231884057971015,15.101449275362318,19.318840579710145,0.3333333333333333
2024-03-20,0,LAC,POR,1,0.6268656716417911,116.4776119402985,42.507462686567166,86.6268656716418,0.49079104477611946,12.985074626865671,33.582089552238806,0.3880149253731343,18.47761194029851,22.55223880597015,0.8246119402985075,9.940298507462687,42.62686567164179,25.65671641791045,7.791044776119403,5.08955223880597,13.08955223880597,18.73134328358209,107.69117647058823,39.48529411764706,89.3529411764706,0.4426029411764706,11.691176470588236,33.205882352941174,0.3525441176470588,17.029411764705884,21.352941176470587,0.8004705882352942,12.323529411764707,42.0,22.91176470588235,7.794117647058823,4.5,15.161764705882353,20.41176470588235,0.27941176470588236
2024-03-20,1,OKC,UTA,1,0.7014925373134329,120.73134328358209,44.73134328358209,89.44776119402985,0.5016716417910448,13.462686567164178,34.19402985074627,0.3921641791044776,17.80597014925373,21.402985074626866,0.8357910447761193,8.73134328358209,41.71641791044776,26.895522388059703,8.223880597014926,6.731343283582089,12.447761194029852,19.253731343283583,117.19117647058823,42.588235294117645,90.61764705882354,0.4706617647058824,13.25,36.80882352941177,0.3598676470588235,18.764705882352942,22.691176470588236,0.8274264705882353,12.558823529411764,46.23529411764706,27.941176470588236,6.632352941176471,5.8088235294117645,15.558823529411764,18.897058823529413,0.4264705882352941
2024-03-20,1,CLE,MIA,0,0.6323529411764706,113.51470588235294,42.029411764705884,87.77941176470588,0.47951470588235295,13.647058823529411,37.30882352941177,0.36588235294117644,15.808823529411764,20.720588235294116,0.7630441176470588,10.132352941176471,44.294117647058826,27.75,7.411764705882353,4.867647058823529,13.411764705882353,18.08823529411765,109.75,39.69117647058823,85.61764705882354,0.46402941176470586,12.205882352941176,32.94117647058823,0.37108823529411766,18.16176470588235,22.397058823529413,0.8082205882352942,9.485294117647058,42.294117647058826,25.676470588235293,7.470588235294118,3.426470588235294,12.75,17.602941176470587,0.5441176470588235
2024-03-20,1,BOS,MIL,1,0.7941176470588235,120.98529411764706,43.779411764705884,90.23529411764706,0.4861176470588235,16.602941176470587,42.588235294117645,0.3886764705882353,16.823529411764707,20.779411764705884,0.8083529411764705,10.720588235294118,46.9264705882353,26.647058823529413,6.602941176470588,6.573529411764706,12.161764705882353,16.573529411764707,120.70588235294117,43.44117647058823,88.52941176470588,0.49076470588235294,14.397058823529411,38.13235294117647,0.3775147058823529,19.426470588235293,25.073529411764707,0.7770588235294118,9.176470588235293,43.89705882352941,26.573529411764707,6.911764705882353,4.985294117647059,12.617647058823529,19.323529411764707,0.6470588235294118
2024-03-20,0,SAC,TOR,1,0.582089552238806,118.04477611940298,44.04477611940298,91.16417910447761,0.4829552238805971,14.313432835820896,38.940298507462686,0.36635820895522386,15.64179104477612,21.149253731343283,0.7355671641791045,10.537313432835822,43.74626865671642,28.71641791044776,7.432835820895522,4.044776119402985,13.402985074626866,20.134328358208954,113.66176470588235,42.8235294117647,90.26470588235294,0.47498529411764706,11.823529411764707,33.455882352941174,0.35298529411764706,16.191176470588236,21.66176470588235,0.7490882352941177,11.073529411764707,43.38235294117647,29.13235294117647,7.632352941176471,4.897058823529412,13.470588235294118,18.352941176470587,0.3382352941176471
2024-03-21,1,DEN,NYK,1,0.6956521739130435,114.68115942028986,43.971014492753625,88.68115942028986,0.4969710144927536,11.521739130434783,31.0,0.37134782608695655,15.217391304347826,19.971014492753625,0.7586376811594202,10.666666666666666,44.11594202898551,29.202898550724637,7.043478260869565,5.478260869565218,12.579710144927537,18.217391304347824,112.04411764705883,40.838235294117645,88.58823529411765,0.46188235294117647,13.0,35.89705882352941,0.36264705882352943,17.36764705882353,22.11764705882353,0.7885588235294118,12.852941176470589,45.89705882352941,23.83823529411765,7.3088235294117645,4.102941176470588,13.426470588235293,17.691176470588236,0.6029411764705882
2024-03-21,0,NOP,ORL,0,0.6176470588235294,115.97058823529412,42.94117647058823,87.88235294117646,0.4890882352941177,12.308823529411764,32.39705882352941,0.3759705882352941,17.779411764705884,23.147058823529413,0.7669264705882353,10.794117647058824,44.588235294117645,27.205882352941178,8.205882352941176,4.955882352941177,13.161764705882353,18.735294117647058,110.7536231884058,40.52173913043478,84.8840579710145,0.47879710144927534,10.956521739130435,31.014492753623188,0.3546376811594203,18.753623188405797,24.840579710144926,0.7544927536231885,10.695652173913043,42.56521739130435,24.565217391304348,8.072463768115941,5.231884057971015,14.884057971014492,20.28985507246377,0.5942028985507246
2024-03-21,0,SAC,WAS,0,0.5882352941176471,118.11764705882354,44.10294117647059,91.19117647058823,0.48344117647058826,14.279411764705882,38.955882352941174,0.3653823529411765,15.632352941176471,21.102941176470587,0.737,10.647058823529411,43.88235294117647,28.764705882352942,7.529411764705882,4.073529411764706,13.441176470588236,20.073529411764707,113.84057971014492,43.0,91.55072463768116,0.4703913043478261,12.26086956521739,35.130434782608695,0.34855072463768116,15.579710144927537,20.36231884057971,0.7624347826086956,9.333333333333334,40.52173913043478,28.07246376811594,7.666666666666667,5.144927536231884,13.840579710144928,19.855072463768117,0.15942028985507245
2024-03-21,0,CHI,HOU,0,0.4927536231884058,112.02898550724638,41.73913043478261,89.55072463768116,0.4676231884057971,11.681159420289855,32.65217391304348,0.3569565217391304,16.869565217391305,21.27536231884058,0.7950724637681159,11.130434782608695,43.594202898550726,24.855072463768117,7.608695652173913,4.855072463768116,12.289855072463768,18.91304347826087,113.58823529411765,41.5735294117647,90.47058823529412,0.4600294117647059,12.220588235294118,34.94117647058823,0.3508676470588235,18.220588235294116,23.66176470588235,0.767264705882353,11.323529411764707,45.955882352941174,24.75,7.705882352941177,4.588235294117647,12.897058823529411,20.91176470588235,0.4852941176470588
2024-03-21,0,ATL,PHO,0,0.4411764705882353,119.04411764705883,43.05882352941177,92.8970588235294,0.46445588235294116,13.588235294117647,37.55882352941177,0.3621764705882353,19.33823529411765,24.014705882352942,0.8061029411764705,12.852941176470589,44.86764705882353,26.25,7.5,4.617647058823529,13.294117647058824,18.426470588235293,116.91304347826087,42.65217391304348,86.3623188405797,0.4956956521739131,12.101449275362318,32.072463768115945,0.3745797101449275,19.507246376811594,24.27536231884058,0.801695652173913,10.304347826086957,44.3768115942029,26.81159420289855,7.2898550724637685,6.043478260869565,14.942028985507246,18.202898550724637,0.5797101449275363
2024-03-21,1,DAL,UTA,1,0.5797101449275363,118.72463768115942,43.333333333333336,89.89855072463769,0.482695652173913,14.579710144927537,39.46376811594203,0.36739130434782613,17.47826086956522,22.971014492753625,0.7582753623188405,9.81159420289855,42.405797101449274,25.52173913043478,6.753623188405797,4.739130434782608,12.376811594202898,18.63768115942029,117.04347826086956,42.55072463768116,90.6086956521739,0.47027536231884054,13.202898550724637,36.79710144927536,0.35868115942028983,18.73913043478261,22.6231884057971,0.8291159420289855,12.53623188405797,46.2463768115942,27.82608695652174,6.6231884057971016,5.797101449275362,15.565217391304348,18.942028985507246,0.42028985507246375
2024-03-21,0,BRK,MIL,0,0.3768115942028985,111.40579710144928,41.028985507246375,89.7536231884058,0.45802898550724636,13.579710144927537,37.14492753623188,0.3662463768115942,15.768115942028986,20.82608695652174,0.7635797101449275,11.434782608695652,43.72463768115942,26.27536231884058,6.9855072463768115,5.057971014492754,12.956521739130435,18.971014492753625,120.68115942028986,43.46376811594203,88.46376811594203,0.49142028985507247,14.434782608695652,38.08695652173913,0.3790869565217391,19.318840579710145,24.91304347826087,0.7782173913043479,9.173913043478262,43.85507246376812,26.47826086956522,6.855072463768116,5.0,12.652173913043478,19.405797101449274,0.6376811594202898
2024-03-22,0,OKC,TOR,1,0.7058823529411765,120.70588235294117,44.705882352941174,89.42647058823529,0.5014852941176471,13.411764705882353,34.19117647058823,0.3907205882352941,17.88235294117647,21.514705882352942,0.8351617647058823,8.75,41.76470588235294,26.926470588235293,8.25,6.735294117647059,12.411764705882353,19.205882352941178,113.30434782608695,42.68115942028985,90.1159420289855,0.47408695652173916,11.797101449275363,33.42028985507246,0.35255072463768117,16.144927536231883,21.608695652173914,0.748695652173913,11.072463768115941,43.20289855072464,29.014492753623188,7.681159420289855,4.869565217391305,13.594202898550725,18.304347826086957,0.3333333333333333
2024-03-22,0,MEM,SAS,1,0.3285714285714285,106.02857142857142,38.24285714285714,87.55714285714286,0.43701428571428574,13.385714285714286,38.47142857142857,0.34794285714285716,16.15714285714286,21.17142857142857,0.7614571428571428,10.385714285714286,42.142857142857146,24.942857142857143,7.885714285714286,6.185714285714286,15.057142857142857,19.257142857142856,112.27536231884058,41.98550724637681,90.76811594202898,0.46317391304347827,12.579710144927537,36.0,0.35082608695652173,15.72463768115942,20.043478260869566,0.7787391304347826,10.376811594202898,43.65217391304348,29.768115942028984,7.173913043478261,6.36231884057971,15.0,17.579710144927535,0.21739130434782608
2024-03-22,0,CLE,MIN,0,0.6231884057971014,113.3768115942029,41.927536231884055,87.59420289855072,0.4793333333333333,13.666666666666666,37.3768115942029,0.3657536231884058,15.855072463768115,20.73913043478261,0.7645072463768116,10.072463768115941,44.18840579710145,27.782608695652176,7.3478260869565215,4.826086956521739,13.391304347826088,18.10144927536232,113.27536231884058,41.34782608695652,85.3913043478261,0.48582608695652174,12.53623188405797,32.492753623188406,0.3863913043478261,18.043478260869566,23.014492753623188,0.7831159420289855,9.46376811594203,43.95652173913044,26.391304347826086,7.594202898550725,6.086956521739131,14.217391304347826,19.159420289855074,0.6811594202898551
2024-03-22,1,MIA,NOP,0,0.5507246376811594,109.71014492753623,39.666666666666664,85.57971014492753,0.46394202898550724,12.217391304347826,32.98550724637681,0.3709420289855072,18.159420289855074,22.347826086956523,0.810231884057971,9.44927536231884,42.21739130434783,25.579710144927535,7.463768115942029,3.4057971014492754,12.681159420289855,17.63768115942029,115.82608695652173,42.927536231884055,87.73913043478261,0.48979710144927535,12.217391304347826,32.21739130434783,0.3748695652173913,17.753623188405797,23.115942028985508,0.766855072463768,10.681159420289855,44.42028985507246,27.159420289855074,8.246376811594203,4.898550724637682,13.246376811594203,18.72463768115942,0.6086956521739131
